frame, sacrum_x, sacrum_y, sacrum_z, sacrum_rx, sacrum_ry, sacrum_rz, sacrum_qw, sacrum_qx, sacrum_qy, sacrum_qz, sacrum_vqw, sacrum_vqx, sacrum_vqy, sacrum_vqz, mid_spine_x, mid_spine_y, mid_spine_z, mid_spine_rx, mid_spine_ry, mid_spine_rz, mid_spine_qw, mid_spine_qx, mid_spine_qy, mid_spine_qz, mid_spine_vqw, mid_spine_vqx, mid_spine_vqy, mid_spine_vqz, upper_spine_x, upper_spine_y, upper_spine_z, upper_spine_rx, upper_spine_ry, upper_spine_rz, upper_spine_qw, upper_spine_qx, upper_spine_qy, upper_spine_qz, upper_spine_vqw, upper_spine_vqx, upper_spine_vqy, upper_spine_vqz, atlas_x, atlas_y, atlas_z, atlas_rx, atlas_ry, atlas_rz, atlas_qw, atlas_qx, atlas_qy, atlas_qz, atlas_vqw, atlas_vqx, atlas_vqy, atlas_vqz, skull_top_x, skull_top_y, skull_top_z, skull_top_rx, skull_top_ry, skull_top_rz, skull_top_qw, skull_top_qx, skull_top_qy, skull_top_qz, skull_top_vqw, skull_top_vqx, skull_top_vqy, skull_top_vqz, left_hip_x, left_hip_y, left_hip_z, left_hip_rx, left_hip_ry, left_hip_rz, left_hip_qw, left_hip_qx, left_hip_qy, left_hip_qz, left_hip_vqw, left_hip_vqx, left_hip_vqy, left_hip_vqz, left_knee_x, left_knee_y, left_knee_z, left_knee_rx, left_knee_ry, left_knee_rz, left_knee_qw, left_knee_qx, left_knee_qy, left_knee_qz, left_knee_vqw, left_knee_vqx, left_knee_vqy, left_knee_vqz, left_ankle_x, left_ankle_y, left_ankle_z, left_ankle_rx, left_ankle_ry, left_ankle_rz, left_ankle_qw, left_ankle_qx, left_ankle_qy, left_ankle_qz, left_ankle_vqw, left_ankle_vqx, left_ankle_vqy, left_ankle_vqz, left_toetip_x, left_toetip_y, left_toetip_z, left_toetip_rx, left_toetip_ry, left_toetip_rz, left_toetip_qw, left_toetip_qx, left_toetip_qy, left_toetip_qz, left_toetip_vqw, left_toetip_vqx, left_toetip_vqy, left_toetip_vqz, right_hip_x, right_hip_y, right_hip_z, right_hip_rx, right_hip_ry, right_hip_rz, right_hip_qw, right_hip_qx, right_hip_qy, right_hip_qz, right_hip_vqw, right_hip_vqx, right_hip_vqy, right_hip_vqz, right_knee_x, right_knee_y, right_knee_z, right_knee_rx, right_knee_ry, right_knee_rz, right_knee_qw, right_knee_qx, right_knee_qy, right_knee_qz, right_knee_vqw, right_knee_vqx, right_knee_vqy, right_knee_vqz, right_ankle_x, right_ankle_y, right_ankle_z, right_ankle_rx, right_ankle_ry, right_ankle_rz, right_ankle_qw, right_ankle_qx, right_ankle_qy, right_ankle_qz, right_ankle_vqw, right_ankle_vqx, right_ankle_vqy, right_ankle_vqz, right_toetip_x, right_toetip_y, right_toetip_z, right_toetip_rx, right_toetip_ry, right_toetip_rz, right_toetip_qw, right_toetip_qx, right_toetip_qy, right_toetip_qz, right_toetip_vqw, right_toetip_vqx, right_toetip_vqy, right_toetip_vqz, left_shoulder_x, left_shoulder_y, left_shoulder_z, left_shoulder_rx, left_shoulder_ry, left_shoulder_rz, left_shoulder_qw, left_shoulder_qx, left_shoulder_qy, left_shoulder_qz, left_shoulder_vqw, left_shoulder_vqx, left_shoulder_vqy, left_shoulder_vqz, left_elbow_x, left_elbow_y, left_elbow_z, left_elbow_rx, left_elbow_ry, left_elbow_rz, left_elbow_qw, left_elbow_qx, left_elbow_qy, left_elbow_qz, left_elbow_vqw, left_elbow_vqx, left_elbow_vqy, left_elbow_vqz, left_wrist_x, left_wrist_y, left_wrist_z, left_wrist_rx, left_wrist_ry, left_wrist_rz, left_wrist_qw, left_wrist_qx, left_wrist_qy, left_wrist_qz, left_wrist_vqw, left_wrist_vqx, left_wrist_vqy, left_wrist_vqz, left_fingertip_x, left_fingertip_y, left_fingertip_z, left_fingertip_rx, left_fingertip_ry, left_fingertip_rz, left_fingertip_qw, left_fingertip_qx, left_fingertip_qy, left_fingertip_qz, left_fingertip_vqw, left_fingertip_vqx, left_fingertip_vqy, left_fingertip_vqz, right_shoulder_x, right_shoulder_y, right_shoulder_z, right_shoulder_rx, right_shoulder_ry, right_shoulder_rz, right_shoulder_qw, right_shoulder_qx, right_shoulder_qy, right_shoulder_qz, right_shoulder_vqw, right_shoulder_vqx, right_shoulder_vqy, right_shoulder_vqz, right_elbow_x, right_elbow_y, right_elbow_z, right_elbow_rx, right_elbow_ry, right_elbow_rz, right_elbow_qw, right_elbow_qx, right_elbow_qy, right_elbow_qz, right_elbow_vqw, right_elbow_vqx, right_elbow_vqy, right_elbow_vqz, right_wrist_x, right_wrist_y, right_wrist_z, right_wrist_rx, right_wrist_ry, right_wrist_rz, right_wrist_qw, right_wrist_qx, right_wrist_qy, right_wrist_qz, right_wrist_vqw, right_wrist_vqx, right_wrist_vqy, right_wrist_vqz, right_fingertip_x, right_fingertip_y, right_fingertip_z, right_fingertip_rx, right_fingertip_ry, right_fingertip_rz, right_fingertip_qw, right_fingertip_qx, right_fingertip_qy, right_fingertip_qz, right_fingertip_vqw, right_fingertip_vqx, right_fingertip_vqy, right_fingertip_vqz
10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
12, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
13, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
14, -7.32281, 20.277, 1.62638, 0.157421, -0.116275, -0.0227732, 0.995103, 0.0791507, -0.0570271, -0.0159004, 0, 19.028, -13.7094, -3.82248, -7.29687, 25.2331, 1.22846, 0.0840667, -0.118241, 0.00407414, 0.997374, 0.0418272, -0.0591192, -0.000451134, 0, 10.0477, -14.2016, -0.108371, -6.4209, 30.1217, 0.990753, 0.355052, 0.123911, -0.0605343, 0.982276, 0.174331, 0.0662486, -0.0188008, 0, 42.0901, 15.9949, -4.53922, -5.55826, 32.839, 0.817856, 0.477025, 0.13056, -0.0360828, 0.969741, 0.234572, 0.0676297, -0.00208293, 0, 56.8744, 16.3975, -0.505027, -1.5235, 35.874, 0.756681, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.12288, 18.5262, -0.301476, 0.120411, 0.234692, 0.398364, 0.97033, 0.0816976, 0.102731, 0.203056, 0, 19.8045, 24.9031, 49.2231, -7.03509, 10.1911, -3.23348, 0.100692, 0.235469, -0.000753878, 0.991821, 0.0499324, 0.117333, 0.00553745, 0, 12.017, 28.238, 1.33268, -7.72524, 2.51477, -5.65984, 0.132749, 0.14483, -0.116498, 0.993775, 0.0618372, 0.075921, -0.0531451, 0, 14.8724, 18.2597, -12.7819, -5.01802, 1.17288, -8.3652, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.02243, 18.7582, 3.72993, 0.0393243, -0.0776838, -0.133481, 0.996777, 0.0221916, -0.037428, -0.0673895, 0, 5.33192, -8.99273, -16.1915, -6.01467, 10.1359, 5.37841, 0.34574, 0.217103, -0.0077953, 0.979362, 0.170581, 0.107389, 0.0148182, 0, 41.225, 25.9532, 3.58119, -7.86518, 2.3851, 6.71677, -0.0883636, -0.325207, 0.208199, 0.979766, -0.0601545, -0.156325, 0.109552, 0, -14.5358, -37.7747, 26.4724, -4.40544, 0.42707, 7.5199, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -5.40645, 29.2462, -2.02385, 0.761939, -0.985672, -0.533797, 0.742478, 0.43181, -0.33726, -0.385385, 0, 113.566, -88.6991, -101.356, -2.83238, 24.1751, -0.777401, 0.117706, -1.04528, -0.181675, 0.858775, 0.0959594, -0.491627, -0.107706, 0, 24.1806, -123.884, -27.1407, -3.24873, 22.31, 4.083, -0.0432748, -0.142918, 0.748063, 0.927705, -0.0461692, -0.0585614, 0.365791, 0, -11.3561, -14.4041, 89.9722, -1.67423, 22.5541, 6.65967, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.34044, 29.8718, 4.27357, 0.135875, 0.0880214, 1.22133, 0.814873, 0.0807322, -0.00292671, 0.573982, 0, 20.6684, -0.749272, 146.946, -8.55634, 24.5699, 6.34918, -0.115135, 1.62634, 0.432871, 0.679031, 0.117134, 0.716835, 0.106509, 0, 31.5693, 193.197, 28.7056, -3.44818, 23.5161, 6.61632, -0.530626, 0.743964, 0.0808907, 0.902131, -0.229897, 0.360335, -0.0588751, 0, -57.051, 89.4206, -14.6104, -0.895849, 24.7361, 7.70029, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
15, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
16, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
17, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
18, -7.35177, 20.3217, 2.03463, 0.15734, -0.117441, -0.0244562, 0.995058, 0.0791629, -0.0575416, -0.0167807, 0, 19.0312, -13.8333, -4.03418, -7.28905, 25.2798, 1.66668, 0.0925542, -0.119634, 0.0057548, 0.997147, 0.0460058, -0.05985, 0.000103665, 0, 11.0524, -14.3783, 0.0249042, -6.33789, 30.1565, 1.47905, 0.350283, 0.1517, -0.0462014, 0.981914, 0.171977, 0.0786113, -0.00947942, 0, 41.5267, 18.982, -2.28897, -5.45537, 32.8714, 1.38442, 0.434285, 0.160838, -0.0543002, 0.973472, 0.212535, 0.0842466, -0.00912316, 0, 51.4664, 20.4007, -2.20922, -1.52319, 36.0362, 1.25898, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.15092, 18.5843, 0.094795, 0.0980801, 0.1323, 0.384048, 0.977677, 0.0606143, 0.055474, 0.193381, 0, 14.6572, 13.4143, 46.7617, -6.89551, 10.2378, -2.79435, 0.124512, 0.203354, 0.0110871, 0.992858, 0.0624552, 0.10096, 0.0118191, 0, 15.0256, 24.2893, 2.84348, -7.66412, 2.59965, -5.31589, 0.0846787, 0.137646, -0.111337, 0.995357, 0.0383383, 0.0709501, -0.0525518, 0, 9.21582, 17.0551, -12.6325, -4.5994, 1.27658, -7.61931, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.07633, 18.7849, 4.12845, 0.0201585, -0.0869402, -0.124933, 0.997029, 0.0127626, -0.0427409, -0.0628009, 0, 3.06618, -10.2684, -15.0878, -5.97179, 10.1493, 5.63979, 0.361856, 0.224553, -0.00377085, 0.97752, 0.178602, 0.110549, 0.0183179, 0, 43.1902, 26.7334, 4.42971, -7.85704, 2.37502, 6.77824, -0.090519, -0.311165, 0.191334, 0.981727, -0.0592796, -0.14982, 0.10125, 0, -14.315, -36.1788, 24.45, -4.38615, 0.412721, 7.52059, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -5.29322, 29.2955, -1.52493, 0.74042, -0.988745, -0.526513, 0.747684, 0.422625, -0.344215, -0.379307, 0, 110.931, -90.35, -99.561, -2.69707, 24.2327, -0.29018, 0.114321, -1.07729, -0.159519, 0.851944, 0.0896883, -0.506598, -0.0974942, 0, 22.6556, -127.969, -24.6274, -3.11912, 22.5004, 4.6186, -0.0400465, -0.146353, 0.765065, 0.924508, -0.0458099, -0.0603597, 0.373556, 0, -11.2801, -14.8628, 91.9835, -1.54151, 22.8832, 7.17642, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.26481, 29.8956, 4.75262, 0.134325, 0.0914011, 1.19821, 0.821388, 0.0810698, -0.000162327, 0.564579, 0, 20.7056, -0.0414592, 144.196, -8.50081, 24.6345, 6.91805, -0.0951582, 1.67672, 0.421264, 0.660559, 0.124183, 0.73294, 0.105067, 0, 33.7138, 198.982, 28.524, -3.34463, 23.8172, 7.06317, -0.532439, 0.735098, 0.0534896, 0.902542, -0.236156, 0.353113, -0.0704242, 0, -58.596, 87.6156, -17.4739, -0.832754, 25.1568, 8.09944, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
19, -7.35703, 20.3433, 2.12709, 0.159515, -0.117003, -0.0243007, 0.994986, 0.080239, -0.0573117, -0.0167487, 0, 0.258873, 0.0489506, 0.0265832, -7.29213, 25.302, 1.76858, 0.0960117, -0.119183, 0.00497309, 0.997079, 0.0477541, -0.0596067, -0.000378676, 0, 0.426085, 0.062645, -0.0876334, -6.3217, 30.1752, 1.58859, 0.349079, 0.157796, -0.042114, 0.981814, 0.171442, 0.0812463, -0.0069873, 0, -0.0689091, 0.521214, 0.70594, -5.43431, 32.889, 1.51102, 0.423478, 0.167154, -0.0557163, 0.974365, 0.207072, 0.0874172, -0.00960012, 0, -1.32471, 0.759042, 0.162723, -1.53051, 36.0885, 1.37837, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.15157, 18.6097, 0.184347, 0.0949325, 0.0924344, 0.381556, 0.979288, 0.0552887, 0.0363237, 0.191359, 0, -0.411213, -4.73318, -0.756834, -6.84965, 10.2631, -2.70023, 0.133848, 0.210281, 0.00624655, 0.992225, 0.0668314, 0.104504, 0.0101172, 0, 1.00102, 0.897577, -0.456691, -7.64751, 2.62328, -5.20753, 0.0775727, 0.139455, -0.117186, 0.995267, 0.0345392, 0.0717641, -0.0556764, 0, -0.9497, 0.272668, -0.675394, -4.5205, 1.26823, -7.40626, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.08042, 18.8033, 4.21841, 0.021156, -0.086083, -0.12171, 0.997141, 0.0131651, -0.0423034, -0.0612119, 0, 0.086281, 0.0948884, 0.387417, -5.97022, 10.1611, 5.68745, 0.362666, 0.226243, -0.00362233, 0.977353, 0.178987, 0.111354, 0.0185869, 0, 0.101135, 0.183538, 0.0881369, -7.8567, 2.38149, 6.78699, -0.0889111, -0.312574, 0.188451, 0.981808, -0.0583347, -0.150678, 0.0997343, 0, 0.299117, -0.19786, -0.312839, -4.3884, 0.4112, 7.52019, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -5.26909, 29.3167, -1.40975, 0.731863, -0.983918, -0.532016, 0.749672, 0.420244, -0.342657, -0.379438, 0, -0.476159, 0.673881, 0.118934, -2.66242, 24.2598, -0.172885, 0.117007, -1.08201, -0.160268, 0.85057, 0.0911132, -0.508453, -0.0985146, 0, 0.401613, -0.557647, -0.10747, -3.08776, 22.5552, 4.74531, -0.0418241, -0.153681, 0.771172, 0.923038, -0.0481833, -0.063272, 0.376398, 0, -0.322836, -0.84904, 0.759948, -1.50804, 22.9813, 7.29497, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -7.25206, 29.9148, 4.86133, 0.132665, 0.0934499, 1.19296, 0.822857, 0.0809579, 0.00136377, 0.56245, 0, -0.257352, 0.327171, -0.589018, -8.483, 24.6624, 7.0508, -0.0887286, 1.68635, 0.41901, 0.656799, 0.126303, 0.735847, 0.105793, 0, 0.502801, 1.15435, -0.0764249, -3.31731, 23.9025, 7.16651, -0.531901, 0.728521, 0.0442558, 0.903388, -0.237916, 0.349083, -0.0736638, 0, -0.675951, -1.09843, -0.309888, -0.811348, 25.262, 8.19102, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
